address,sniff_provider,phone_num,times,
"צביה ויצחק 5, קניון גילה ירושלים, קניון אפ-טאון, גילה",שירותי בריאות כללית,02-6301200,"Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 20:30  8:00 - 12:00  חוה""מ:	08:00 - 12:45
ערב חג:	08:00 - 12:00
  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט מכון להתפתחות הילד  נגישות לנכים
"צביה ויצחק 800, ירושלים, גילה",מאוחדת,02-6468666,"Opening_hours פתוח  עד 18:30  שעות פעילות  ימים א', ג' - ה' יום ב' יום ו'   7:30 - 18:30  7:30 - 12:30  7:30 - 11:00   צפה בשעות הפעילות", רפואת שיניים שירותים סוציאליים יועצי תזונה שירותי ביקור בית שירותי אופטומטריה   עוד פרטים  שירות אחיות בדיקות מעבדה מוניטור מכון להתפתחות הילד מרפאת נשים מכון קרדיולוגי מכון גסטרואנטרולוגי   עוד פרטים
"צה""ל 13, צפת, סניף מאור חיים מאור חיים",לאומית שירותי בריאות,04-6446600,"Opening_hours   שעות פעילות  ימים א', ב', ה' יום ג' יום ד' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00, 16:00 - 18:30  8:00 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת אולטרה סאונד שירותי רפואה דחופה  רפואה משלימה שירותים סוציאליים שירות מעקב היריון
"צה""ל 2, רמלה, גיורא",שירותי בריאות כללית,08-9186300,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"צה""ל 26, גן יבנה",לאומית שירותי בריאות,08-6996070,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד'   7:30 - 13:00, 16:00 - 19:00  7:30 - 13:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת שירותי רפואה דחופה
"צה""ל 52, חיפה",שירותי בריאות כללית,04-8590222,"Opening_hours   שעות פעילות  ימים א', ב', ה' יום ג' ימים ד', ו'   8:00 - 18:00  8:00 - 16:00  8:00 - 12:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
צובה,שירותי בריאות כללית,02-5347701,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה
צוחר,שירותי בריאות כללית,08-9118222,"Opening_hours   שעות פעילות  ימים א', ג' יום ב' יום ד' יום ה' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 14:00  8:00 - 13:00  8:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
צופית,שירותי בריאות כללית,09-7483101,"Opening_hours   שעות פעילות  ימים א', ג' ימים ב', ה'   15:00 - 21:00  7:30 - 13:30  חוה""מ:	 09:00 - 12:00
ערב חג:08:00 - 10:30
חג:	 00:00 - 01:00  צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת  טיפול בתאונות עבודה שירותי ביקור בית נגישות לנכים
צופר,שירותי בריאות כללית,08-6582030,"Opening_hours   שעות פעילות  יום א' יום ב' ימים ג', ד' יום ה' יום ו'   10:00 - 14:00  6:30 - 8:30, 17:30 - 20:00  8:00 - 12:00  8:30 - 10:30  7:00 - 10:00   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
"צור באהר 1, ירושלים",שירותי בריאות כללית,02-5657555,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה בדיקומט  נגישות לנכים
"צור יגאל, א.ת מצפה ספיר",מכבי שירותי בריאות,09-7904300,"Opening_hours   שעות פעילות  ימים א', ב' ימים ג', ה'   8:00 - 11:30  8:00 - 11:30, 16:00 - 18:00   צפה בשעות הפעילות", טיפת חלב שירות אחיות בדיקות מעבדה פיזיותרפיה  שירותים סוציאליים
"צמח השדה 29, מעלה אדומים",מאוחדת,02-5904431,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א', ה' יום ב' יום ג' יום ד'   7:30 - 13:00  7:30 - 15:00  7:30 - 13:00, 16:00 - 19:00  7:30 - 12:00, 16:00 - 19:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים  יועצי תזונה שירותי אופטומטריה
"צמח השדה 33, מעלה אדומים",שירותי בריאות כללית,02-5353500,"Opening_hours ייפתח ב-16:00  שעות פעילות  יום א' יום ב' יום ג' יום ד' יום ה' יום ו'   7:00 - 13:00, 16:00 - 19:45  7:30 - 13:00  7:30 - 13:00, 16:00 - 18:45  7:00 - 13:00, 16:00 - 19:15  7:30 - 18:45  8:00 - 12:30  
חוה""מ:	08:00 - 12:45
ערב חג:	08:00 - 12:00
חג:	00:00 - 01:00  צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
צרופה,שירותי בריאות כללית,04-9840667,"Opening_hours   שעות פעילות  יום א' יום ב' יום ג' ימים ד', ה' יום ו'   7:30 - 14:00  11:00 - 19:00  8:00 - 13:00  11:00 - 17:00  8:00 - 11:00  ערב חג:	08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
"צרעה, דואר נע שמשון",שירותי בריאות כללית,02-9908520,"Opening_hours   שעות פעילות  יום א' יום ב' ימים ג' - ה' יום ו'   8:00 - 12:30, 16:00 - 19:00  8:00 - 12:30  8:00 - 12:30, 14:00 - 16:00  8:30 - 12:30   צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
קבוצת יבנה,שירותי בריאות כללית,08-8548300,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה  שירות מעקב היריון נגישות לנכים
קדומים,שירותי בריאות כללית,09-7921311,"Opening_hours   שעות פעילות  יום א' ימים ב', ד' ימים ג', ה' יום ו'   8:00 - 18:00  8:00 - 16:00  8:00 - 17:00  8:00 - 12:00   צפה בשעות הפעילות", טיפת חלב שירות אחיות בדיקות מעבדה בדיקומט אולטרה סאונד   עוד פרטים  שירותי ביקור בית שירות מעקב היריון נגישות לנכים
"קדושי קהיר 20, בת ים",מכבי שירותי בריאות,03-5004444,"Opening_hours   שעות פעילות  ימים א', ב', ה' יום ג'   8:00 - 12:00  8:00 - 12:00, 16:00 - 18:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה פיזיותרפיה  שירותים סוציאליים ריפוי בעיסוק
קדרון,שירותי בריאות כללית,08-8592955,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה
קדרים,שירותי בריאות כללית,04-6986225,Opening_hours   שעות פעילות  יום ב' יום ה'   15:30 - 20:30  7:30 - 12:30   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה  נגישות לנכים
"קהילת סלוניקי 9, נאות אפקה תל אביב",מכבי שירותי בריאות,03-7687200,"Opening_hours   שעות פעילות  ימים א', ג' ימים ב', ד', ה'   8:00 - 12:00, 16:00 - 18:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מכון רנטגן מרפאת נשים  שירותים סוציאליים
"קהילת ציון 5, עפולה",מאוחדת,04-6098111,"Opening_hours   שעות פעילות  יום א' ימים ב', ד' ימים ג', ה' יום ו'   7:30 - 13:00, 16:00 - 19:00  8:00 - 13:00, 16:00 - 19:00  7:30 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים מכון גסטרואנטרולוגי  שירותים סוציאליים יועצי תזונה
"קיבוץ גלויות 1, מבשרת ציון",שירותי בריאות כללית,02-5331888,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"קיבוץ גלויות 10, זכרון יעקב",שירותי בריאות כללית,04-6297200,"Opening_hours   שעות פעילות  יום א' יום ב' יום ג' יום ד' יום ה' יום ו'   7:30 - 12:00, 16:00 - 19:00  8:00 - 13:00  7:30 - 13:00, 16:00 - 19:00  8:00 - 11:00  7:30 - 14:00  8:00 - 12:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00
חג:	 00:00 - 01:00  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת  חמצן למרותקי בית טיפול בתאונות עבודה שירותי ביקור בית נגישות לנכים
"קליה, דואר נע ים המלח",שירותי בריאות כללית,02-9936255,"Opening_hours   שעות פעילות  יום א' יום ב' יום ד' יום ה' יום ו'   9:00 - 13:00, 13:30 - 15:45  8:00 - 13:00  12:30 - 14:30, 17:30 - 21:00  8:00 - 10:00  8:00 - 12:00   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
"קלמן יעקב מן 2, ירושלים, גבעת מרדכי",מאוחדת,02-5801800,"Opening_hours   שעות פעילות  ימים א', ב', ד', ה' יום ג' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מרפאת נשים  שירותים סוציאליים
קלנסווה,לאומית שירותי בריאות,09-8781874,"Opening_hours   שעות פעילות  ימים א', ג', ד' ימים ב', ה' יום שבת   8:00 - 12:30, 16:00 - 18:00  8:00 - 12:30  9:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה
קלנסווה,שירותי בריאות כללית,09-8930777,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
"קלנסווה, ליד בית המרקחת",מכבי שירותי בריאות,09-9721333,"Opening_hours   שעות פעילות  ימים א', ב', ד', ה', שבת   8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  שירותים סוציאליים
"קנדי 44, אור עקיבא",לאומית שירותי בריאות,04-6260516,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת
"קניון הנגב, קניון הנגב, צומת אלי כהן",לאומית שירותי בריאות,08-6203600,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א' - ד' יום ה'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00   צפה בשעות הפעילות", שירות אחיות בית מרקחת מכון רנטגן פיזיותרפיה שירותי רפואה דחופה   עוד פרטים  שירותי אופטומטריה
"קניון נוף גולן בני יהודה, קניון נוף גולן",מכבי שרותי בריאות,04-6661717,"Opening_hours   שעות פעילות  יום א' ימים ב', ה' יום ג'   8:00 - 12:00, 16:00 - 20:00  8:00 - 15:30  8:00 - 16:00   צפה בשעות הפעילות", בדיקות מעבדה
"קפלן 3, עפולה עילית",שירותי בריאות כללית,04-6409500,"Opening_hours   שעות פעילות  יום א' ימים ב', ג' יום ד' יום ה' יום ו'   7:30 - 13:00, 16:00 - 19:00  7:30 - 16:00  10:00 - 19:00  7:30 - 13:00  8:00 - 12:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"קפלן 9, רמת גן, קרית בורוכוב",שירותי בריאות כללית,03-6711500,"Opening_hours פתוח  עד 15:00  שעות פעילות  ימים א', ג' ימים ב', ד' יום ה' יום ו'   7:30 - 13:00, 16:00 - 19:00  7:30 - 15:00  7:30 - 13:00  8:00 - 12:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  נגישות לנכים
"קריניצי 2, נתניה",שירותי בריאות כללית,09-8635222,"Opening_hours   שעות פעילות  ימים א', ג' יום ב' יום ד' יום ה' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 14:30  8:00 - 13:00  8:00 - 14:00  8:00 - 12:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00
חג:	 00:00 - 01:00  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בדיקומט  טיפול בתאונות עבודה שירותי ביקור בית נגישות לנכים
"קרית ארבע, בנין 27/9",שירותי בריאות כללית,02-9967700,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה
"קרית ארבע, רמת ממרא,גבעת החרסינה 1",מאוחדת,02-9967999,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ג', ה' ימים ב', ד'   8:00 - 12:00, 16:00 - 18:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה
"קרית נטפים, בית הבד 8",שירותי בריאות כללית,03-9366977,"Opening_hours   שעות פעילות  ימים א', ה'   16:00 - 18:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
"קרל נטר 42, ירושלים, מעלות דפנה",שירותי בריאות כללית,02-5413333,"Opening_hours   שעות פעילות  ימים א', ג', ה' יום ב' יום ד' יום ו'   7:45 - 18:45  7:45 - 15:00  7:45 - 13:00  7:45 - 12:00  חוה""מ:	08:00 - 12:45
ערב חג:	08:00 - 12:00
חג:	00:00 - 01:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"קרן היסוד 8, אשדוד",מאוחדת,08-8549777,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   8:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות, שירות אחיות בית מרקחת מרפאת נשים שירותי רפואה דחופה מכון סוכרת   עוד פרטים  יועצי תזונה שירותי אופטומטריה
"קרני שומרון, מ. מסחרי",שירותי בריאות כללית,09-7920135,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה
קשת,שירותי בריאות כללית,04-6960518,Opening_hours   שעות פעילות  יום א' יום ב' יום ג' יום ה'   16:00 - 19:00  10:15 - 13:00  8:30 - 10:30  8:30 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה  נגישות לנכים
"ראובן יודלביץ 12, ראשון לציון",שירותי בריאות כללית,03-9598300,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בדיקומט  נגישות לנכים
ראמה,שירותי בריאות כללית,04-9986184,"Opening_hours ייפתח ביום ה' ב-10:00  שעות פעילות  ימים ב', ו' ימים ג', ה' יום ד' יום שבת   8:00 - 16:00  10:00 - 18:00  8:00 - 14:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת  נגישות לנכים
"ראס אל עמוד, ירושלים",מאוחדת,02-6262110,"Opening_hours פתוח  עד 22:00  שעות פעילות  ימים א' - ה', שבת יום ו'   7:45 - 22:00  10:00 - 17:00   צפה בשעות הפעילות", בית מרקחת
"ראס אל עמוד, ירושלים, אלחכמה",שירותי בריאות כללית,02-6263117,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה מכון רנטגן  נגישות לנכים
"ראס אל עמוד, ירושלים, מלון פנורמה",שירותי בריאות כללית,02-6261012,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה מכון רנטגן  נגישות לנכים
ראש הנקרה,שירותי בריאות כללית,04-9857484,"Opening_hours ייפתח ביום ה' ב-7:00  שעות פעילות  יום א' יום ב' יום ג' יום ה'   7:00 - 9:00, 14:30 - 18:30  7:00 - 13:00  7:00 - 9:00, 18:00 - 22:00  7:00 - 15:00   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
ראש פינה,שירותי בריאות כללית,04-6646400,"Opening_hours   שעות פעילות  יום א' יום ב' יום ג' ימים ה', ו'   8:00 - 15:00  14:15 - 18:00  8:00 - 13:00  8:00 - 12:00  חוה""מ:	 08:00 - 12:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בדיקומט  נגישות לנכים
"ראשון לציון 1, פתח תקווה, אם המושבות",שירותי בריאות כללית,03-9101200,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בדיקומט  נגישות לנכים
"ראשית חכמה 23, ירושלים",מאוחדת,02-5789800,Opening_hours פתוח  עד 19:00  שעות פעילות  ימים א' - ד' יום ה' יום ו'   8:00 - 19:00  8:00 - 16:00  8:00 - 12:00   צפה בשעות הפעילות, שירות אחיות
"רבאט 8, רמלה",מאוחדת,08-9166696,"Opening_hours   שעות פעילות  ימים א', ד' ימים ב', ה' יום ג'   8:00 - 12:00  16:00 - 18:00  8:00 - 10:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים
"רבי יהודה הנשיא 2, בית שמש",שירותי בריאות כללית,02-9922494,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה בית מרקחת אולטרה סאונד  נגישות לנכים
"רבי יהודה הנשיא 4, אשדוד",לאומית שירותי בריאות,08-8627200,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת אולטרה סאונד שירותי רפואה דחופה   עוד פרטים  רפואה משלימה
"רבי יוסף בן קיסמא 23, בית שמש",לאומית שירותי בריאות,02-9923535,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   8:00 - 16:00  8:00 - 12:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה
"רבי ינאי 46, אשדוד",מאוחדת,08-8554729,"Opening_hours   שעות פעילות  ימים א', ב', ד' יום ג' יום ה' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה שירותי רפואה דחופה  יועצי תזונה
"רבי עקיבא 11, ביתר עילית",שירותי בריאות כללית,02-5887555,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
"רבי עקיבא 7, מודיעין עילית",מאוחדת,08-6535200,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד'   8:00 - 12:30  8:00 - 12:30, 15:00 - 18:00   צפה בשעות הפעילות", טיפת חלב שירות אחיות בדיקות מעבדה מרפאת נשים
"רבי עקיבא 83, בני ברק",שירותי בריאות כללית,03-5777200,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בדיקומט  נגישות לנכים
"רבי עקיבא 86, בני ברק",מכבי שירותי בריאות,03-5771313,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א' - ה' יום ו'   8:00 - 12:30, 16:00 - 18:00  8:00 - 11:30  א'-ה' קבלת שעות 19:00-22:30  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מכון רנטגן אולטרה סאונד מכון להתפתחות הילד פיזיותרפיה מרפאת נשים שירותי רפואה דחופה   עוד פרטים  שירותים סוציאליים ריפוי בעיסוק
"רבי פנחס בן יאיר 35, אלעד, בן יאיר",שירותי בריאות כללית,03-9374300,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  נגישות לנכים
"רבי שמעון בן שטח 10, אלעד",לאומית שירותי בריאות,03-9083800,"Opening_hours   שעות פעילות  ימים א' - ג', ה' יום ד' יום ו'   8:00 - 16:00  8:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת
"רבי שמעון בר יוחאי 1, מודיעין עילית",לאומית שירותי בריאות,08-9770600,"Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   8:00 - 19:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת פיזיותרפיה  רפואה משלימה
"רבי שמעון בר יוחאי 46, מודיעין עילית",מאוחדת,08-6531400,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ג', ה' ימים ב', ד' יום ו'   8:00 - 12:30, 15:00 - 18:00  8:00 - 12:30  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מוניטור מרפאת נשים  יועצי תזונה
רגבה,שירותי בריאות כללית,04-9529012,"Opening_hours   שעות פעילות  יום א' ימים ב' - ד' יום ה' יום ו'   7:00 - 12:00, 13:00 - 16:00  7:00 - 14:00  7:00 - 12:00, 15:30 - 18:30  8:00 - 12:00  חוה""מ:	08:00 - 13:00
ערב חג:	08:00 - 12:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
רהט,לאומית שירותי בריאות,08-6807800,Opening_hours פתוח  עד 19:00  שעות פעילות  ימים א' - ד' יום ה' יום ו'   8:00 - 19:00  8:00 - 16:00  8:00 - 12:30   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה מכון רנטגן פיזיותרפיה  שירותים סוציאליים
"רהט, ב' שכונה 18",שירותי בריאות כללית,08-6627222,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת
"רהט, ליד המרכז המסחרי",שירותי בריאות כללית,08-6404800,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות  נגישות לנכים
"רהט, מרכז מסחרי",מכבי שירותי בריאות,08-9910177,"Opening_hours   שעות פעילות  ימים א', ג', ד' ימים ב', ה'   8:00 - 12:00  8:00 - 12:00, 16:00 - 18:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  שירותים סוציאליים
"רהט, צאלח אלדין",שירותי בריאות כללית,08-6629900,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
"רהט, שכונה 17",לאומית שירותי בריאות,08-9910001,Opening_hours   שעות פעילות  ימים א' - ה'   8:00 - 12:30   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת
"רהט, שכונה 26",לאומית שירותי בריאות,08-9910060,"Opening_hours   שעות פעילות  ימים א', ב' ימים ג', ה' יום ד' יום ו'   8:00 - 16:00  8:00 - 12:30, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה
"רוגוזין 41, אשדוד, רובע ד'",מאוחדת,08-8579111,Opening_hours פתוח  עד 16:00  שעות פעילות  ימים א' - ה'   8:00 - 16:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה מכון להתפתחות הילד
רווחה,שירותי בריאות כללית,08-6884706,"Opening_hours   שעות פעילות  יום א' ימים ב', ג' יום ה'   8:00 - 15:00  8:00 - 12:00  7:30 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה
"רוזנסקי 11, רחובות",מאוחדת,08-6372060,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   8:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות, פיזיותרפיה  ריפוי בעיסוק
רוחמה,שירותי בריאות כללית,08-6807100,"Opening_hours   שעות פעילות  יום א'  יום ב'  ימים ג', ה' יום ד' יום ו'   7:00 - 8:00  10:00 - 12:00משמרת נוספת 
בין 13:00 - 14:00   7:00 - 8:00  10:00 - 12:00משמרת נוספת
בין 13:00 - 14:00   7:00 - 8:00, 10:00 - 12:00  7:00 - 8:00, 13:00 - 14:00  7:00 - 11:00   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
"רוטשילד 119, פתח תקווה",שירותי בריאות כללית,03-9395200,"Opening_hours   שעות פעילות  ימים א', ד', ה' ימים ב', ג' יום ו'   7:30 - 12:00, 16:00 - 18:45  7:30 - 13:00  8:00 - 12:00  חוה""מ:	 07:30 - 12:30
ערב חג:07:30 - 11:30  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  נגישות לנכים
"רוטשילד 15, ראשון לציון",מכבי שירותי בריאות,03-9541111,"Opening_hours   שעות פעילות  ימים א', ה' ימים ב', ד'   8:00 - 12:00  8:00 - 12:00, 16:00 - 18:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מכון רנטגן אולטרה סאונד פיזיותרפיה שירותי רפואה דחופה מרפאת כאב   עוד פרטים  שירותים סוציאליים ריפוי בעיסוק
"רוטשילד 4, אור עקיבא",שירותי בריאות כללית,04-6102111,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה בית מרקחת  שירותי ביקור בית נגישות לנכים
"רוטשילד 56, כפר סבא",מכבי שירותי בריאות,09-7644666,"Opening_hours   שעות פעילות  ימים א', ג' יום ה'   8:00 - 12:00, 16:00 - 18:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה פיזיותרפיה  שירותים סוציאליים
"רוטשילד 7, ראשון לציון",לאומית שירותי בריאות,03-9597800,"Opening_hours   שעות פעילות  ימים א' - ג', ה' יום ד' יום ו'   7:30 - 13:00, 16:00 - 20:00  7:30 - 13:00  7:30 - 12:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מכון רנטגן אולטרה סאונד פיזיותרפיה שירותי רפואה דחופה מכון סוכרת   עוד פרטים  רפואה משלימה שירותי אופטומטריה
"רותם 10, עומר",שירותי בריאות כללית,08-6253222,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
"רח' 14, דאלית אל-כרמל, שכ' אלבסתין",מכבי שירותי בריאות,04-8396026,"Opening_hours   שעות פעילות  ימים א', ג', ד' ימים ב', ה'   8:00 - 12:00  8:00 - 12:00, 16:00 - 18:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  שירותים סוציאליים
"רחבת השל""ה 18, באר שבע, י""א",שירותי בריאות כללית,08-6475555,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
